"","Borough","Category","StartDateTime","EventType","SubCategoryName","Month","Day","Year","Season"
"1","Manhattan","Television",2025-08-31 01:00:00,"Shooting Permit","News",8,31,2025,"Summer"
"2","Manhattan","Television",2025-08-30 01:00:00,"Shooting Permit","News",8,30,2025,"Summer"
"3","Queens","Television",2025-08-29 10:00:00,"Shooting Permit","Cable-episodic",8,29,2025,"Summer"
"4","Brooklyn","Commercial",2025-08-27 06:00:00,"Shooting Permit","Commercial",8,27,2025,"Summer"
"5","Brooklyn","Television",2025-08-28 07:00:00,"Shooting Permit","Cable-episodic",8,28,2025,"Summer"
"6","Queens","Film",2025-08-29 07:00:00,"Shooting Permit","Feature",8,29,2025,"Summer"
"7","Queens","Film",2025-08-28 07:00:00,"Shooting Permit","Feature",8,28,2025,"Summer"
"8","Queens","Television",2025-08-28 09:00:00,"Shooting Permit","Cable-episodic",8,28,2025,"Summer"
"9","Manhattan","Film",2025-08-29,"Shooting Permit","Feature",8,29,2025,"Summer"
"10","Queens","Film",2025-08-28 10:00:00,"Shooting Permit","Feature",8,28,2025,"Summer"
"11","Manhattan","Film",2025-08-28 06:00:00,"Shooting Permit","Feature",8,28,2025,"Summer"
"12","Manhattan","Commercial",2025-08-28 06:00:00,"Shooting Permit","Commercial",8,28,2025,"Summer"
"13","Queens","Film",2025-08-31 07:00:00,"Shooting Permit","Feature",8,31,2025,"Summer"
"14","Manhattan","Commercial",2025-08-27 06:00:00,"Shooting Permit","Commercial",8,27,2025,"Summer"
"15","Queens","Television",2025-08-27 08:00:00,"Shooting Permit","Cable-episodic",8,27,2025,"Summer"
"16","Manhattan","Commercial",2025-08-27 07:00:00,"Shooting Permit","Commercial",8,27,2025,"Summer"
"17","Bronx","Television",2025-08-27 08:00:00,"Shooting Permit","Episodic series",8,27,2025,"Summer"
"18","Manhattan","Film",2025-08-27 10:00:00,"Shooting Permit","Feature",8,27,2025,"Summer"
"19","Manhattan","Film",2025-08-26 12:30:00,"Shooting Permit","Feature",8,26,2025,"Summer"
"20","Queens","Television",2025-08-26 06:00:00,"Shooting Permit","Episodic series",8,26,2025,"Summer"
"21","Queens","Television",2025-08-25 06:00:00,"Shooting Permit","Episodic series",8,25,2025,"Summer"
"22","Brooklyn","Television",2025-08-27 06:00:00,"Shooting Permit","Cable-episodic",8,27,2025,"Summer"
"23","Queens","Film",2025-08-26 06:00:00,"Shooting Permit","Feature",8,26,2025,"Summer"
"24","Queens","Television",2025-08-26 06:00:00,"Shooting Permit","Cable-episodic",8,26,2025,"Summer"
"25","Manhattan","Television",2025-08-28 13:00:00,"Shooting Permit","Episodic series",8,28,2025,"Summer"
"26","Bronx","Television",2025-08-29 07:00:00,"Shooting Permit","Episodic series",8,29,2025,"Summer"
"27","Manhattan","Television",2025-08-26 09:00:00,"Shooting Permit","Cable-episodic",8,26,2025,"Summer"
"28","Brooklyn","Television",2025-08-25 06:00:00,"Shooting Permit","Cable-episodic",8,25,2025,"Summer"
"29","Brooklyn","Commercial",2025-08-26 07:00:00,"Shooting Permit","Commercial",8,26,2025,"Summer"
"30","Manhattan","Commercial",2025-08-28 10:00:00,"Shooting Permit","Commercial",8,28,2025,"Summer"
"31","Brooklyn","Commercial",2025-08-31 08:00:00,"Shooting Permit","Promo",8,31,2025,"Summer"
"32","Brooklyn","Commercial",2025-08-30 08:00:00,"Shooting Permit","Promo",8,30,2025,"Summer"
"33","Queens","Commercial",2025-08-29 08:00:00,"Shooting Permit","Promo",8,29,2025,"Summer"
"34","Queens","Commercial",2025-08-28 08:00:00,"Shooting Permit","Promo",8,28,2025,"Summer"
"35","Queens","Film",2025-08-27 07:00:00,"Shooting Permit","Feature",8,27,2025,"Summer"
"36","Queens","Television",2025-08-29 08:00:00,"Shooting Permit","Episodic series",8,29,2025,"Summer"
"37","Brooklyn","Commercial",2025-08-28 06:00:00,"Shooting Permit","Commercial",8,28,2025,"Summer"
"38","Brooklyn","Commercial",2025-08-27 06:00:00,"Shooting Permit","Commercial",8,27,2025,"Summer"
"39","Brooklyn","Commercial",2025-08-26 06:00:00,"Shooting Permit","Commercial",8,26,2025,"Summer"
"40","Manhattan","Television",2025-08-25 06:00:00,"Shooting Permit","Cable-episodic",8,25,2025,"Summer"
"41","Queens","Television",2025-08-28 08:30:00,"Shooting Permit","Episodic series",8,28,2025,"Summer"
"42","Queens","Television",2025-08-28 07:00:00,"Shooting Permit","Episodic series",8,28,2025,"Summer"
"43","Manhattan","Television",2025-08-27 06:00:00,"Shooting Permit","Episodic series",8,27,2025,"Summer"
"44","Queens","Television",2025-08-26 07:00:00,"Shooting Permit","Episodic series",8,26,2025,"Summer"
"45","Queens","Television",2025-08-27 07:00:00,"Shooting Permit","Episodic series",8,27,2025,"Summer"
"46","Manhattan","Film",2025-08-25 10:30:00,"Shooting Permit","Feature",8,25,2025,"Summer"
"47","Manhattan","Film",2025-08-23 08:00:00,"Shooting Permit","Feature",8,23,2025,"Summer"
"48","Manhattan","Television",2025-08-26 06:00:00,"Shooting Permit","Cable-episodic",8,26,2025,"Summer"
"49","Brooklyn","Television",2025-08-29 06:30:00,"Shooting Permit","Episodic series",8,29,2025,"Summer"
"50","Brooklyn","Television",2025-08-28 06:30:00,"Shooting Permit","Episodic series",8,28,2025,"Summer"
"51","Brooklyn","Television",2025-08-27 06:30:00,"Shooting Permit","Episodic series",8,27,2025,"Summer"
"52","Manhattan","Television",2025-08-28 06:00:00,"Shooting Permit","Cable-episodic",8,28,2025,"Summer"
"53","Manhattan","Television",2025-08-25 08:00:00,"Shooting Permit","Episodic series",8,25,2025,"Summer"
"54","Brooklyn","Television",2025-08-25 06:00:00,"Shooting Permit","Episodic series",8,25,2025,"Summer"
"55","Brooklyn","Television",2025-08-28 08:00:00,"Shooting Permit","Episodic series",8,28,2025,"Summer"
"56","Queens","Film",2025-08-25 06:00:00,"Shooting Permit","Feature",8,25,2025,"Summer"
"57","Brooklyn","Television",2025-08-29 07:00:00,"Shooting Permit","Episodic series",8,29,2025,"Summer"
"58","Manhattan","Commercial",2025-08-26 06:00:00,"Shooting Permit","Commercial",8,26,2025,"Summer"
"59","Queens","Television",2025-08-27 07:00:00,"Shooting Permit","Episodic series",8,27,2025,"Summer"
"60","Manhattan","Television",2025-08-22 08:00:00,"Shooting Permit","Cable-episodic",8,22,2025,"Summer"
"61","Manhattan","Television",2025-08-29 06:00:00,"Shooting Permit","Cable-episodic",8,29,2025,"Summer"
"62","Brooklyn","Television",2025-08-22 09:00:00,"Shooting Permit","Cable-episodic",8,22,2025,"Summer"
"63","Manhattan","Television",2025-08-24 02:00:00,"Shooting Permit","News",8,24,2025,"Summer"
"64","Manhattan","Television",2025-08-23 02:00:00,"Shooting Permit","News",8,23,2025,"Summer"
"65","Brooklyn","Commercial",2025-08-27 08:00:00,"Shooting Permit","Promo",8,27,2025,"Summer"
"66","Manhattan","Film",2025-08-22 08:30:00,"Shooting Permit","Feature",8,22,2025,"Summer"
"67","Manhattan","Television",2025-08-27 07:00:00,"Shooting Permit","Episodic series",8,27,2025,"Summer"
"68","Brooklyn","Television",2025-08-22 09:00:00,"Shooting Permit","Cable-episodic",8,22,2025,"Summer"
"69","Brooklyn","Commercial",2025-08-27 06:00:00,"Shooting Permit","Industrial/Corporate",8,27,2025,"Summer"
"70","Brooklyn","Commercial",2025-08-22 07:00:00,"Shooting Permit","Commercial",8,22,2025,"Summer"
"71","Brooklyn","Television",2025-08-22 06:30:00,"Shooting Permit","Episodic series",8,22,2025,"Summer"
"72","Manhattan","Television",2025-08-21 06:00:00,"Shooting Permit","Cable-episodic",8,21,2025,"Summer"
"73","Manhattan","Television",2025-08-22 09:00:00,"Shooting Permit","Episodic series",8,22,2025,"Summer"
"74","Manhattan","Film",2025-08-21 08:00:00,"Shooting Permit","Feature",8,21,2025,"Summer"
"75","Manhattan","Commercial",2025-08-28 06:00:00,"Shooting Permit","Commercial",8,28,2025,"Summer"
"76","Queens","Commercial",2025-08-26 06:00:00,"Shooting Permit","Commercial",8,26,2025,"Summer"
"77","Manhattan","Commercial",2025-08-22 06:00:00,"Shooting Permit","Commercial",8,22,2025,"Summer"
"78","Brooklyn","Commercial",2025-08-23 06:00:00,"Shooting Permit","Commercial",8,23,2025,"Summer"
"79","Queens","Television",2025-08-25 07:00:00,"Shooting Permit","Episodic series",8,25,2025,"Summer"
"80","Brooklyn","Television",2025-08-21 06:30:00,"Shooting Permit","Episodic series",8,21,2025,"Summer"
"81","Manhattan","Commercial",2025-08-21 08:30:00,"Shooting Permit","Commercial",8,21,2025,"Summer"
"82","Brooklyn","Television",2025-08-22 07:00:00,"Shooting Permit","Variety",8,22,2025,"Summer"
"83","Manhattan","Television",2025-08-21 03:00:00,"Shooting Permit","News",8,21,2025,"Summer"
"84","Brooklyn","Television",2025-08-20 07:00:00,"Shooting Permit","Cable-episodic",8,20,2025,"Summer"
"85","Brooklyn","Film",2025-08-20 08:00:00,"Shooting Permit","Feature",8,20,2025,"Summer"
"86","Manhattan","Television",2025-08-25 07:00:00,"Shooting Permit","Episodic series",8,25,2025,"Summer"
"87","Manhattan","Film",2025-08-28 06:00:00,"Shooting Permit","Feature",8,28,2025,"Summer"
"88","Queens","Film",2025-08-27 06:00:00,"Shooting Permit","Feature",8,27,2025,"Summer"
"89","Manhattan","Film",2025-08-26 06:00:00,"Shooting Permit","Feature",8,26,2025,"Summer"
"90","Manhattan","Film",2025-08-22 14:00:00,"Shooting Permit","Feature",8,22,2025,"Summer"
"91","Queens","Television",2025-08-21 06:00:00,"Shooting Permit","Episodic series",8,21,2025,"Summer"
"92","Queens","Television",2025-08-20 06:00:00,"Shooting Permit","Episodic series",8,20,2025,"Summer"
"93","Manhattan","Television",2025-08-22 07:00:00,"Shooting Permit","Episodic series",8,22,2025,"Summer"
"94","Manhattan","Television",2025-08-26 06:00:00,"Shooting Permit","Episodic series",8,26,2025,"Summer"
"95","Manhattan","Film",2025-08-21 14:00:00,"Shooting Permit","Feature",8,21,2025,"Summer"
"96","Bronx","Film",2025-08-28 12:00:00,"Shooting Permit","Feature",8,28,2025,"Summer"
"97","Brooklyn","Commercial",2025-08-20 08:00:00,"Shooting Permit","Commercial",8,20,2025,"Summer"
"98","Brooklyn","Commercial",2025-08-19 10:00:00,"Shooting Permit","Commercial",8,19,2025,"Summer"
"99","Manhattan","Television",2025-09-01,"Shooting Permit","News",9,1,2025,"Autumn"
"100","Manhattan","Television",2025-08-31,"Shooting Permit","News",8,31,2025,"Summer"
"101","Manhattan","Television",2025-08-30,"Shooting Permit","News",8,30,2025,"Summer"
"102","Manhattan","Television",2025-08-22 01:00:00,"Shooting Permit","News",8,22,2025,"Summer"
"103","Brooklyn","Television",2025-08-19 07:00:00,"Shooting Permit","Cable-episodic",8,19,2025,"Summer"
"104","Manhattan","Television",2025-08-17 02:00:00,"Shooting Permit","News",8,17,2025,"Summer"
"105","Manhattan","Television",2025-08-17 01:00:00,"Shooting Permit","News",8,17,2025,"Summer"
"106","Manhattan","Television",2025-08-16 02:00:00,"Shooting Permit","News",8,16,2025,"Summer"
"107","Queens","Film",2025-08-19 06:00:00,"Shooting Permit","Feature",8,19,2025,"Summer"
"108","Brooklyn","Film",2025-08-18 06:00:00,"Shooting Permit","Feature",8,18,2025,"Summer"
"109","Manhattan","Film",2025-08-20 13:00:00,"Shooting Permit","Feature",8,20,2025,"Summer"
"110","Brooklyn","Commercial",2025-08-19 07:00:00,"Shooting Permit","Commercial",8,19,2025,"Summer"
"111","Brooklyn","Commercial",2025-08-21 14:30:00,"Shooting Permit","Commercial",8,21,2025,"Summer"
"112","Brooklyn","Commercial",2025-08-20 11:00:00,"Shooting Permit","Commercial",8,20,2025,"Summer"
"113","Manhattan","Film",2025-08-20 08:00:00,"Shooting Permit","Feature",8,20,2025,"Summer"
"114","Manhattan","Television",2025-08-22 12:00:00,"Shooting Permit","Episodic series",8,22,2025,"Summer"
"115","Manhattan","Film",2025-08-18 06:00:00,"Shooting Permit","Feature",8,18,2025,"Summer"
"116","Manhattan","Film",2025-08-19 08:00:00,"Shooting Permit","Feature",8,19,2025,"Summer"
"117","Manhattan","Television",2025-08-29,"Shooting Permit","News",8,29,2025,"Summer"
"118","Manhattan","Television",2025-08-28,"Shooting Permit","News",8,28,2025,"Summer"
"119","Manhattan","Film",2025-08-19 07:00:00,"Shooting Permit","Feature",8,19,2025,"Summer"
"120","Manhattan","Television",2025-08-27,"Shooting Permit","News",8,27,2025,"Summer"
"121","Brooklyn","Television",2025-08-21 07:00:00,"Shooting Permit","Episodic series",8,21,2025,"Summer"
"122","Brooklyn","Television",2025-08-18 07:00:00,"Shooting Permit","Cable-episodic",8,18,2025,"Summer"
"123","Manhattan","Television",2025-08-23 03:00:00,"Shooting Permit","News",8,23,2025,"Summer"
"124","Manhattan","Television",2025-08-22,"Shooting Permit","News",8,22,2025,"Summer"
"125","Manhattan","Commercial",2025-08-17 06:00:00,"Shooting Permit","Commercial",8,17,2025,"Summer"
"126","Manhattan","Commercial",2025-08-16 10:00:00,"Shooting Permit","Commercial",8,16,2025,"Summer"
"127","Manhattan","Television",2025-08-21 12:00:00,"Shooting Permit","Cable-episodic",8,21,2025,"Summer"
"128","Brooklyn","Film",2025-08-19 07:00:00,"Shooting Permit","Feature",8,19,2025,"Summer"
"129","Queens","Film",2025-08-15 14:00:00,"Shooting Permit","Short",8,15,2025,"Summer"
"130","Manhattan","Commercial",2025-08-15 10:00:00,"Shooting Permit","Commercial",8,15,2025,"Summer"
"131","Manhattan","Television",2025-08-20 11:00:00,"Shooting Permit","Cable-episodic",8,20,2025,"Summer"
"132","Manhattan","Film",2025-08-17 04:00:00,"Shooting Permit","Feature",8,17,2025,"Summer"
"133","Manhattan","Commercial",2025-08-19 06:00:00,"Shooting Permit","Commercial",8,19,2025,"Summer"
"134","Brooklyn","Commercial",2025-08-15 04:30:00,"Shooting Permit","Promo",8,15,2025,"Summer"
"135","Bronx","Television",2025-08-14 09:30:00,"Shooting Permit","Episodic series",8,14,2025,"Summer"
"136","Bronx","Film",2025-08-15 18:00:00,"Shooting Permit","Feature",8,15,2025,"Summer"
"137","Manhattan","Commercial",2025-08-19 07:00:00,"Shooting Permit","Commercial",8,19,2025,"Summer"
"138","Manhattan","Television",2025-08-14 20:00:00,"Shooting Permit","News",8,14,2025,"Summer"
"139","Brooklyn","Television",2025-08-28 07:00:00,"Shooting Permit","News",8,28,2025,"Summer"
"140","Manhattan","Film",2025-08-15 19:00:00,"Shooting Permit","Feature",8,15,2025,"Summer"
"141","Queens","Television",2025-08-18 06:00:00,"Shooting Permit","Cable-episodic",8,18,2025,"Summer"
"142","Brooklyn","Television",2025-08-24 09:00:00,"Shooting Permit","Variety",8,24,2025,"Summer"
"143","Brooklyn","Television",2025-08-23 09:00:00,"Shooting Permit","Variety",8,23,2025,"Summer"
"144","Manhattan","Film",2025-08-15 15:00:00,"Shooting Permit","Feature",8,15,2025,"Summer"
"145","Queens","Film",2025-08-16 15:00:00,"Shooting Permit","Short",8,16,2025,"Summer"
"146","Queens","Television",2025-08-20 06:30:00,"Shooting Permit","Episodic series",8,20,2025,"Summer"
"147","Queens","Television",2025-08-19 06:30:00,"Shooting Permit","Episodic series",8,19,2025,"Summer"
"148","Manhattan","Commercial",2025-08-20 06:00:00,"Shooting Permit","Commercial",8,20,2025,"Summer"
"149","Manhattan","Television",2025-08-15,"Shooting Permit","News",8,15,2025,"Summer"
"150","Manhattan","Television",2025-08-18 08:00:00,"Shooting Permit","Episodic series",8,18,2025,"Summer"
"151","Manhattan","Commercial",2025-08-15 08:00:00,"Shooting Permit","Commercial",8,15,2025,"Summer"
"152","Queens","Television",2025-08-14 06:00:00,"Shooting Permit","Cable-episodic",8,14,2025,"Summer"
"153","Brooklyn","Television",2025-08-14 08:00:00,"Shooting Permit","Cable-episodic",8,14,2025,"Summer"
"154","Bronx","Television",2025-08-14 09:30:00,"Shooting Permit","Episodic series",8,14,2025,"Summer"
"155","Brooklyn","Film",2025-08-18 07:00:00,"Shooting Permit","Feature",8,18,2025,"Summer"
"156","Manhattan","Television",2025-08-15 10:00:00,"Shooting Permit","Episodic series",8,15,2025,"Summer"
"157","Brooklyn","Film",2025-08-16 07:00:00,"Shooting Permit","Feature",8,16,2025,"Summer"
"158","Manhattan","Television",2025-08-19 10:00:00,"Shooting Permit","Cable-episodic",8,19,2025,"Summer"
"159","Queens","Film",2025-08-17 01:55:00,"Shooting Permit","Short",8,17,2025,"Summer"
"160","Manhattan","Television",2025-08-14 15:00:00,"Shooting Permit","Episodic series",8,14,2025,"Summer"
"161","Brooklyn","Television",2025-08-15 11:00:00,"Shooting Permit","Cable-episodic",8,15,2025,"Summer"
"162","Queens","Television",2025-08-18 06:00:00,"Shooting Permit","Episodic series",8,18,2025,"Summer"
"163","Queens","Television",2025-08-15 06:00:00,"Shooting Permit","Episodic series",8,15,2025,"Summer"
"164","Queens","Television",2025-08-14 06:00:00,"Shooting Permit","Episodic series",8,14,2025,"Summer"
"165","Manhattan","Film",2025-08-14 07:00:00,"Shooting Permit","Feature",8,14,2025,"Summer"
"166","Manhattan","Television",2025-08-14,"Shooting Permit","News",8,14,2025,"Summer"
"167","Manhattan","Television",2025-08-13 12:01:00,"Shooting Permit","News",8,13,2025,"Summer"
"168","Brooklyn","Commercial",2025-08-15 08:00:00,"Shooting Permit","Commercial",8,15,2025,"Summer"
"169","Brooklyn","Commercial",2025-08-14 08:00:00,"Shooting Permit","Commercial",8,14,2025,"Summer"
"170","Brooklyn","Commercial",2025-08-13 08:00:00,"Shooting Permit","Commercial",8,13,2025,"Summer"
"171","Manhattan","Film",2025-08-13 15:00:00,"Shooting Permit","Feature",8,13,2025,"Summer"
"172","Brooklyn","Television",2025-08-14 06:30:00,"Shooting Permit","Episodic series",8,14,2025,"Summer"
"173","Brooklyn","Television",2025-08-13 10:00:00,"Shooting Permit","Cable-episodic",8,13,2025,"Summer"
"174","Brooklyn","Film",2025-08-15 07:00:00,"Shooting Permit","Feature",8,15,2025,"Summer"
"175","Brooklyn","Film",2025-08-14 06:00:00,"Shooting Permit","Feature",8,14,2025,"Summer"
"176","Brooklyn","Television",2025-08-18 06:30:00,"Shooting Permit","Episodic series",8,18,2025,"Summer"
"177","Brooklyn","Film",2025-08-13 03:00:00,"Shooting Permit","Feature",8,13,2025,"Summer"
"178","Manhattan","Television",2025-08-14 12:00:00,"Shooting Permit","Cable-episodic",8,14,2025,"Summer"
"179","Manhattan","Film",2025-08-15 07:00:00,"Shooting Permit","Feature",8,15,2025,"Summer"
"180","Manhattan","Film",2025-08-14 13:00:00,"Shooting Permit","Feature",8,14,2025,"Summer"
"181","Manhattan","Commercial",2025-08-13 06:00:00,"Shooting Permit","Commercial",8,13,2025,"Summer"
"182","Manhattan","Television",2025-08-15 15:00:00,"Shooting Permit","Episodic series",8,15,2025,"Summer"
"183","Manhattan","Film",2025-08-13 07:00:00,"Shooting Permit","Feature",8,13,2025,"Summer"
"184","Manhattan","Television",2025-08-13 02:00:00,"Shooting Permit","News",8,13,2025,"Summer"
"185","Staten Island","Film",2025-08-15 08:00:00,"Shooting Permit","Short",8,15,2025,"Summer"
"186","Brooklyn","Commercial",2025-08-14 06:00:00,"Shooting Permit","Commercial",8,14,2025,"Summer"
"187","Manhattan","Television",2025-08-18 14:00:00,"Shooting Permit","Episodic series",8,18,2025,"Summer"
"188","Manhattan","Music Video",2025-08-13 10:00:00,"Shooting Permit","Signed Artist",8,13,2025,"Summer"
"189","Manhattan","Television",2025-08-10 06:00:00,"Shooting Permit","Cable-episodic",8,10,2025,"Summer"
"190","Manhattan","Film",2025-08-14 06:00:00,"Shooting Permit","Feature",8,14,2025,"Summer"
"191","Brooklyn","Television",2025-08-12 06:30:00,"Shooting Permit","Episodic series",8,12,2025,"Summer"
"192","Brooklyn","Film",2025-08-12 06:00:00,"Shooting Permit","Feature",8,12,2025,"Summer"
"193","Brooklyn","Television",2025-08-12 12:00:00,"Shooting Permit","Cable-episodic",8,12,2025,"Summer"
"194","Manhattan","Film",2025-08-15 10:00:00,"Shooting Permit","Feature",8,15,2025,"Summer"
"195","Manhattan","Film",2025-08-14 11:00:00,"Shooting Permit","Feature",8,14,2025,"Summer"
"196","Queens","Television",2025-08-13 06:00:00,"Shooting Permit","Episodic series",8,13,2025,"Summer"
"197","Manhattan","Television",2025-08-12 07:00:00,"Shooting Permit","Reality",8,12,2025,"Summer"
"198","Manhattan","Television",2025-08-11 07:00:00,"Shooting Permit","Reality",8,11,2025,"Summer"
"199","Brooklyn","Television",2025-08-12 08:00:00,"Shooting Permit","Cable-episodic",8,12,2025,"Summer"
"200","Brooklyn","Television",2025-08-11 07:00:00,"Shooting Permit","Cable-episodic",8,11,2025,"Summer"
"201","Manhattan","Film",2025-08-11 12:00:00,"Shooting Permit","Short",8,11,2025,"Summer"
"202","Queens","Television",2025-08-12 06:00:00,"Shooting Permit","Episodic series",8,12,2025,"Summer"
"203","Manhattan","Theater",2025-08-27 07:00:00,"Shooting Permit","Theater",8,27,2025,"Summer"
"204","Bronx","Television",2025-08-14 10:00:00,"Shooting Permit","Episodic series",8,14,2025,"Summer"
"205","Queens","Film",2025-08-11 07:00:00,"Shooting Permit","Feature",8,11,2025,"Summer"
"206","Bronx","Television",2025-08-19 07:00:00,"Shooting Permit","Episodic series",8,19,2025,"Summer"
"207","Bronx","Television",2025-08-20 07:00:00,"Shooting Permit","Episodic series",8,20,2025,"Summer"
"208","Brooklyn","Television",2025-08-13 06:30:00,"Shooting Permit","Episodic series",8,13,2025,"Summer"
"209","Manhattan","Television",2025-08-11 07:00:00,"Shooting Permit","Cable-episodic",8,11,2025,"Summer"
"210","Manhattan","Television",2025-08-09 06:00:00,"Shooting Permit","Cable-episodic",8,9,2025,"Summer"
"211","Manhattan","Commercial",2025-08-08 13:00:00,"Shooting Permit","Commercial",8,8,2025,"Summer"
"212","Queens","Film",2025-08-09 07:00:00,"Shooting Permit","Feature",8,9,2025,"Summer"
"213","Bronx","Television",2025-08-18 07:00:00,"Shooting Permit","Episodic series",8,18,2025,"Summer"
"214","Manhattan","Commercial",2025-08-10 05:00:00,"Shooting Permit","Promo",8,10,2025,"Summer"
"215","Manhattan","Television",2025-08-10 01:02:00,"Shooting Permit","News",8,10,2025,"Summer"
"216","Brooklyn","Film",2025-08-08 10:00:00,"Shooting Permit","Feature",8,8,2025,"Summer"
"217","Brooklyn","Commercial",2025-08-08 16:30:00,"Shooting Permit","Commercial",8,8,2025,"Summer"
"218","Manhattan","Film",2025-08-11 14:00:00,"Shooting Permit","Feature",8,11,2025,"Summer"
"219","Manhattan","Commercial",2025-08-09 05:00:00,"Shooting Permit","Promo",8,9,2025,"Summer"
"220","Manhattan","Film",2025-08-08 09:00:00,"Shooting Permit","Short",8,8,2025,"Summer"
"221","Manhattan","Television",2025-08-12 05:00:00,"Shooting Permit","Episodic series",8,12,2025,"Summer"
"222","Manhattan","Film",2025-08-12 13:00:00,"Shooting Permit","Feature",8,12,2025,"Summer"
"223","Manhattan","Film",2025-08-12 12:00:00,"Shooting Permit","Feature",8,12,2025,"Summer"
"224","Bronx","Television",2025-08-15 13:00:00,"Shooting Permit","Episodic series",8,15,2025,"Summer"
"225","Manhattan","Television",2025-08-13 07:00:00,"Shooting Permit","Reality",8,13,2025,"Summer"
"226","Manhattan","Television",2025-08-10 07:00:00,"Shooting Permit","Reality",8,10,2025,"Summer"
"227","Manhattan","Film",2025-08-13 10:00:00,"Shooting Permit","Feature",8,13,2025,"Summer"
"228","Manhattan","Television",2025-08-10 02:00:00,"Shooting Permit","News",8,10,2025,"Summer"
"229","Manhattan","Television",2025-08-13 10:30:00,"Shooting Permit","Episodic series",8,13,2025,"Summer"
"230","Manhattan","Television",2025-08-09,"Shooting Permit","News",8,9,2025,"Summer"
"231","Manhattan","Television",2025-08-08 06:00:00,"Shooting Permit","Cable-episodic",8,8,2025,"Summer"
"232","Manhattan","Television",2025-08-08 10:00:00,"Shooting Permit","News",8,8,2025,"Summer"
"233","Manhattan","Television",2025-08-13 09:30:00,"Shooting Permit","Cable-episodic",8,13,2025,"Summer"
"234","Manhattan","Television",2025-08-11 06:00:00,"Shooting Permit","Episodic series",8,11,2025,"Summer"
"235","Bronx","Television",2025-08-12 07:00:00,"Shooting Permit","Episodic series",8,12,2025,"Summer"
"236","Queens","Film",2025-08-08 07:00:00,"Shooting Permit","Feature",8,8,2025,"Summer"
"237","Manhattan","Commercial",2025-08-10 10:00:00,"Shooting Permit","PSA",8,10,2025,"Summer"
"238","Queens","Film",2025-08-08 14:00:00,"Shooting Permit","Feature",8,8,2025,"Summer"
"239","Manhattan","Television",2025-08-07 10:00:00,"Shooting Permit","Episodic series",8,7,2025,"Summer"
"240","Queens","Television",2025-08-08 06:30:00,"Shooting Permit","Episodic series",8,8,2025,"Summer"
"241","Queens","Film",2025-08-07 07:00:00,"Shooting Permit","Feature",8,7,2025,"Summer"
"242","Brooklyn","Film",2025-08-19 07:00:00,"Shooting Permit","Feature",8,19,2025,"Summer"
"243","Brooklyn","Film",2025-08-15 09:00:00,"Shooting Permit","Feature",8,15,2025,"Summer"
"244","Manhattan","Television",2025-08-07 06:00:00,"Shooting Permit","Cable-episodic",8,7,2025,"Summer"
"245","Brooklyn","Film",2025-08-14 08:30:00,"Shooting Permit","Feature",8,14,2025,"Summer"
"246","Brooklyn","Film",2025-08-13 08:00:00,"Shooting Permit","Feature",8,13,2025,"Summer"
"247","Brooklyn","Film",2025-08-12 07:30:00,"Shooting Permit","Feature",8,12,2025,"Summer"
"248","Brooklyn","Commercial",2025-08-08 06:00:00,"Shooting Permit","Commercial",8,8,2025,"Summer"
"249","Brooklyn","Television",2025-08-11 06:30:00,"Shooting Permit","Episodic series",8,11,2025,"Summer"
"250","Queens","Commercial",2025-08-07 06:00:00,"Shooting Permit","Commercial",8,7,2025,"Summer"
"251","Manhattan","Film",2025-08-13 06:00:00,"Shooting Permit","Feature",8,13,2025,"Summer"
"252","Brooklyn","Film",2025-08-11 06:00:00,"Shooting Permit","Feature",8,11,2025,"Summer"
"253","Manhattan","Film",2025-08-10 04:00:00,"Shooting Permit","Feature",8,10,2025,"Summer"
"254","Manhattan","Film",2025-08-10 05:00:00,"Shooting Permit","Feature",8,10,2025,"Summer"
"255","Manhattan","Television",2025-08-08 12:00:00,"Shooting Permit","Cable-episodic",8,8,2025,"Summer"
"256","Manhattan","Film",2025-08-12 07:00:00,"Shooting Permit","Feature",8,12,2025,"Summer"
"257","Manhattan","Television",2025-08-08 06:00:00,"Shooting Permit","Pilot",8,8,2025,"Summer"
"258","Manhattan","Commercial",2025-08-09 07:00:00,"Shooting Permit","PSA",8,9,2025,"Summer"
"259","Manhattan","Film",2025-08-11 06:00:00,"Shooting Permit","Feature",8,11,2025,"Summer"
"260","Brooklyn","Television",2025-08-13 08:30:00,"Shooting Permit","Episodic series",8,13,2025,"Summer"
"261","Manhattan","Television",2025-08-08 10:30:00,"Shooting Permit","Episodic series",8,8,2025,"Summer"
"262","Brooklyn","Television",2025-08-11 07:00:00,"Shooting Permit","Episodic series",8,11,2025,"Summer"
"263","Manhattan","Commercial",2025-08-07 17:00:00,"Shooting Permit","Commercial",8,7,2025,"Summer"
"264","Manhattan","Television",2025-08-06 10:30:00,"Shooting Permit","Episodic series",8,6,2025,"Summer"
"265","Manhattan","Television",2025-08-06 07:00:00,"Shooting Permit","Cable-episodic",8,6,2025,"Summer"
"266","Brooklyn","Television",2025-08-06 08:00:00,"Shooting Permit","Cable-episodic",8,6,2025,"Summer"
"267","Brooklyn","Television",2025-08-05 08:00:00,"Shooting Permit","Cable-episodic",8,5,2025,"Summer"
