"","Borough","Category","StartDateTime","EventType","SubCategoryName","Month","Day","Year","Season"
"901","Manhattan","Television",2025-05-20 01:00:00,"Shooting Permit","News",5,20,2025,"Spring"
"902","Brooklyn","Television",2025-05-27 05:00:00,"Shooting Permit","Episodic series",5,27,2025,"Spring"
"903","Staten Island","Film",2025-05-23 06:00:00,"Shooting Permit","Feature",5,23,2025,"Spring"
"904","Manhattan","Film",2025-05-21 06:00:00,"Shooting Permit","Feature",5,21,2025,"Spring"
"905","Manhattan","Television",2025-05-27 06:00:00,"Shooting Permit","Episodic series",5,27,2025,"Spring"
"906","Brooklyn","Film",2025-05-21 06:00:00,"Shooting Permit","Feature",5,21,2025,"Spring"
"907","Manhattan","Commercial",2025-05-21 06:00:00,"Shooting Permit","Commercial",5,21,2025,"Spring"
"908","Brooklyn","Commercial",2025-05-21 06:00:00,"Shooting Permit","Commercial",5,21,2025,"Spring"
"909","Manhattan","Commercial",2025-05-20 08:00:00,"Shooting Permit","Commercial",5,20,2025,"Spring"
"910","Brooklyn","Television",2025-05-21 13:00:00,"Shooting Permit","Cable-episodic",5,21,2025,"Spring"
"911","Queens","Television",2025-05-21 07:00:00,"Shooting Permit","Episodic series",5,21,2025,"Spring"
"912","Manhattan","Film",2025-05-20 07:00:00,"Shooting Permit","Feature",5,20,2025,"Spring"
"913","Manhattan","Television",2025-05-21 06:00:00,"Shooting Permit","Episodic series",5,21,2025,"Spring"
"914","Manhattan","Television",2025-06-07 06:00:00,"Shooting Permit","News",6,7,2025,"Summer"
"915","Manhattan","Commercial",2025-05-21 06:00:00,"Shooting Permit","Commercial",5,21,2025,"Spring"
"916","Manhattan","Television",2025-05-20 12:00:00,"Shooting Permit","Episodic series",5,20,2025,"Spring"
"917","Manhattan","Commercial",2025-05-20 06:00:00,"Shooting Permit","Commercial",5,20,2025,"Spring"
"918","Queens","Television",2025-05-23 12:00:00,"Shooting Permit","Cable-episodic",5,23,2025,"Spring"
"919","Manhattan","Film",2025-05-18 20:00:00,"Shooting Permit","Feature",5,18,2025,"Spring"
"920","Manhattan","Film",2025-05-22 10:00:00,"Shooting Permit","Feature",5,22,2025,"Spring"
"921","Brooklyn","Commercial",2025-05-20 07:00:00,"Shooting Permit","Commercial",5,20,2025,"Spring"
"922","Manhattan","Commercial",2025-05-20 06:00:00,"Shooting Permit","Commercial",5,20,2025,"Spring"
"923","Staten Island","Film",2025-05-22 06:00:00,"Shooting Permit","Feature",5,22,2025,"Spring"
"924","Queens","Television",2025-05-20 07:00:00,"Shooting Permit","Episodic series",5,20,2025,"Spring"
"925","Queens","Television",2025-05-19 07:00:00,"Shooting Permit","Episodic series",5,19,2025,"Spring"
"926","Staten Island","Television",2025-05-29 06:00:00,"Shooting Permit","Episodic series",5,29,2025,"Spring"
"927","Manhattan","Commercial",2025-05-19 06:00:00,"Shooting Permit","Commercial",5,19,2025,"Spring"
"928","Manhattan","Film",2025-05-29 17:00:00,"Shooting Permit","Short",5,29,2025,"Spring"
"929","Manhattan","Commercial",2025-05-20 07:30:00,"Shooting Permit","Commercial",5,20,2025,"Spring"
"930","Staten Island","Television",2025-05-19 07:00:00,"Shooting Permit","Cable-episodic",5,19,2025,"Spring"
"931","Manhattan","Commercial",2025-05-21 06:00:00,"Shooting Permit","Commercial",5,21,2025,"Spring"
"932","Brooklyn","Television",2025-06-02 06:00:00,"Shooting Permit","Episodic series",6,2,2025,"Summer"
"933","Brooklyn","Television",2025-05-30 09:00:00,"Shooting Permit","Episodic series",5,30,2025,"Spring"
"934","Manhattan","Television",2025-05-16 11:00:00,"Shooting Permit","Cable-episodic",5,16,2025,"Spring"
"935","Manhattan","Television",2025-05-15 11:00:00,"Shooting Permit","Cable-episodic",5,15,2025,"Spring"
"936","Manhattan","Commercial",2025-05-16,"Shooting Permit","Commercial",5,16,2025,"Spring"
"937","Queens","Commercial",2025-05-16 06:00:00,"Shooting Permit","Commercial",5,16,2025,"Spring"
"938","Staten Island","Film",2025-05-19 16:00:00,"Shooting Permit","Feature",5,19,2025,"Spring"
"939","Manhattan","Commercial",2025-05-15 07:30:00,"Shooting Permit","Commercial",5,15,2025,"Spring"
"940","Manhattan","Commercial",2025-05-22 07:00:00,"Shooting Permit","Commercial",5,22,2025,"Spring"
"941","Queens","Television",2025-05-16 08:00:00,"Shooting Permit","Episodic series",5,16,2025,"Spring"
"942","Staten Island","Television",2025-05-27 06:00:00,"Shooting Permit","Episodic series",5,27,2025,"Spring"
"943","Brooklyn","Commercial",2025-05-26 08:00:00,"Shooting Permit","Commercial",5,26,2025,"Spring"
"944","Queens","Commercial",2025-05-25 08:00:00,"Shooting Permit","Commercial",5,25,2025,"Spring"
"945","Queens","Commercial",2025-05-24 08:00:00,"Shooting Permit","Commercial",5,24,2025,"Spring"
"946","Queens","Commercial",2025-05-23 08:00:00,"Shooting Permit","Commercial",5,23,2025,"Spring"
"947","Staten Island","Television",2025-05-28 06:00:00,"Shooting Permit","Episodic series",5,28,2025,"Spring"
"948","Brooklyn","Television",2025-05-23 06:00:00,"Shooting Permit","Episodic series",5,23,2025,"Spring"
"949","Manhattan","Commercial",2025-05-15 07:00:00,"Shooting Permit","Commercial",5,15,2025,"Spring"
"950","Brooklyn","Film",2025-05-20 06:00:00,"Shooting Permit","Feature",5,20,2025,"Spring"
"951","Manhattan","Commercial",2025-05-15 07:00:00,"Shooting Permit","Commercial",5,15,2025,"Spring"
"952","Manhattan","Film",2025-05-18 06:00:00,"Shooting Permit","Feature",5,18,2025,"Spring"
"953","Manhattan","Television",2025-05-15 15:00:00,"Shooting Permit","Episodic series",5,15,2025,"Spring"
"954","Queens","Television",2025-05-15 08:00:00,"Shooting Permit","Episodic series",5,15,2025,"Spring"
"955","Brooklyn","Commercial",2025-05-15 06:00:00,"Shooting Permit","Commercial",5,15,2025,"Spring"
"956","Queens","Television",2025-05-14 09:00:00,"Shooting Permit","Episodic series",5,14,2025,"Spring"
"957","Manhattan","Film",2025-05-14 07:00:00,"Shooting Permit","Feature",5,14,2025,"Spring"
"958","Manhattan","Television",2025-05-20 07:00:00,"Shooting Permit","Episodic series",5,20,2025,"Spring"
"959","Manhattan","Television",2025-05-16 01:00:00,"Shooting Permit","News",5,16,2025,"Spring"
"960","Queens","Television",2025-05-14 08:00:00,"Shooting Permit","Cable-episodic",5,14,2025,"Spring"
"961","Manhattan","Television",2025-05-15 09:00:00,"Shooting Permit","Episodic series",5,15,2025,"Spring"
"962","Manhattan","Student",2025-06-13 09:00:00,"Shooting Permit","Student Film",6,13,2025,"Summer"
"963","Manhattan","Commercial",2025-05-14 17:00:00,"Shooting Permit","Commercial",5,14,2025,"Spring"
"964","Brooklyn","Television",2025-05-16 13:00:00,"Shooting Permit","Episodic series",5,16,2025,"Spring"
"965","Manhattan","Television",2025-05-15 13:00:00,"Shooting Permit","Episodic series",5,15,2025,"Spring"
"966","Brooklyn","Student",2025-05-13 09:00:00,"Shooting Permit","Student Film",5,13,2025,"Spring"
"967","Manhattan","Film",2025-05-13 07:00:00,"Shooting Permit","Feature",5,13,2025,"Spring"
"968","Manhattan","Commercial",2025-05-13 06:00:00,"Shooting Permit","Promo",5,13,2025,"Spring"
"969","Queens","Television",2025-05-14 07:00:00,"Shooting Permit","Episodic series",5,14,2025,"Spring"
"970","Brooklyn","Television",2025-05-28 07:00:00,"Shooting Permit","Reality",5,28,2025,"Spring"
"971","Brooklyn","Commercial",2025-05-13 11:00:00,"Shooting Permit","Commercial",5,13,2025,"Spring"
"972","Brooklyn","Television",2025-05-13 15:00:00,"Shooting Permit","Cable-episodic",5,13,2025,"Spring"
"973","Brooklyn","Commercial",2025-05-12 08:00:00,"Shooting Permit","Commercial",5,12,2025,"Spring"
"974","Brooklyn","Television",2025-05-12 07:00:00,"Shooting Permit","Cable-episodic",5,12,2025,"Spring"
"975","Queens","Commercial",2025-05-13 07:00:00,"Shooting Permit","Commercial",5,13,2025,"Spring"
"976","Manhattan","Television",2025-05-14 09:00:00,"Shooting Permit","Episodic series",5,14,2025,"Spring"
"977","Manhattan","Commercial",2025-05-13 06:00:00,"Shooting Permit","Promo",5,13,2025,"Spring"
"978","Manhattan","Television",2025-05-16 11:00:00,"Shooting Permit","Episodic series",5,16,2025,"Spring"
"979","Manhattan","Film",2025-05-12 06:00:00,"Shooting Permit","Feature",5,12,2025,"Spring"
"980","Manhattan","Commercial",2025-05-24 04:00:00,"Shooting Permit","Commercial",5,24,2025,"Spring"
"981","Manhattan","Television",2025-05-09 06:00:00,"Shooting Permit","News",5,9,2025,"Spring"
"982","Manhattan","Commercial",2025-05-13 06:00:00,"Shooting Permit","Commercial",5,13,2025,"Spring"
"983","Brooklyn","Commercial",2025-05-15 07:00:00,"Shooting Permit","Commercial",5,15,2025,"Spring"
"984","Manhattan","Commercial",2025-05-14 07:00:00,"Shooting Permit","Commercial",5,14,2025,"Spring"
"985","Brooklyn","Film",2025-05-11 11:00:00,"Shooting Permit","Short",5,11,2025,"Spring"
"986","Brooklyn","Film",2025-05-09 07:00:00,"Shooting Permit","Short",5,9,2025,"Spring"
"987","Manhattan","Film",2025-05-10 13:00:00,"Shooting Permit","Short",5,10,2025,"Spring"
"988","Manhattan","Television",2025-05-11 01:00:00,"Shooting Permit","News",5,11,2025,"Spring"
"989","Staten Island","Television",2025-05-12 08:00:00,"Shooting Permit","Cable-episodic",5,12,2025,"Spring"
"990","Manhattan","Television",2025-05-13 08:00:00,"Shooting Permit","Reality",5,13,2025,"Spring"
"991","Manhattan","Television",2025-05-15 17:00:00,"Shooting Permit","Episodic series",5,15,2025,"Spring"
"992","Manhattan","Television",2025-05-12 08:00:00,"Shooting Permit","Reality",5,12,2025,"Spring"
"993","Manhattan","Commercial",2025-05-13 06:00:00,"Shooting Permit","Commercial",5,13,2025,"Spring"
"994","Manhattan","Commercial",2025-05-09 06:00:00,"Shooting Permit","Commercial",5,9,2025,"Spring"
"995","Manhattan","Commercial",2025-05-12 06:00:00,"Shooting Permit","Commercial",5,12,2025,"Spring"
"996","Manhattan","Television",2025-05-14 14:00:00,"Shooting Permit","Episodic series",5,14,2025,"Spring"
"997","Queens","Television",2025-05-12 07:00:00,"Shooting Permit","Episodic series",5,12,2025,"Spring"
"998","Manhattan","Television",2025-05-09 11:00:00,"Shooting Permit","Cable-episodic",5,9,2025,"Spring"
"999","Manhattan","Television",2025-05-13 14:00:00,"Shooting Permit","Episodic series",5,13,2025,"Spring"
"1000","Manhattan","Commercial",2025-05-10 10:00:00,"Shooting Permit","Commercial",5,10,2025,"Spring"
"1001","Manhattan","Film",2025-05-13 06:00:00,"Shooting Permit","Feature",5,13,2025,"Spring"
"1002","Queens","Television",2025-05-13 07:00:00,"Shooting Permit","Cable-episodic",5,13,2025,"Spring"
"1003","Queens","Television",2025-05-12 07:00:00,"Shooting Permit","Cable-episodic",5,12,2025,"Spring"
"1004","Manhattan","Commercial",2025-05-09 10:00:00,"Shooting Permit","Commercial",5,9,2025,"Spring"
"1005","Manhattan","Television",2025-05-23 17:00:00,"Shooting Permit","Episodic series",5,23,2025,"Spring"
"1006","Manhattan","Television",2025-05-09 14:00:00,"Shooting Permit","Episodic series",5,9,2025,"Spring"
"1007","Manhattan","Television",2025-05-20,"Shooting Permit","News",5,20,2025,"Spring"
"1008","Manhattan","Television",2025-05-19,"Shooting Permit","News",5,19,2025,"Spring"
"1009","Manhattan","Television",2025-05-18,"Shooting Permit","News",5,18,2025,"Spring"
"1010","Manhattan","Television",2025-05-17 01:00:00,"Shooting Permit","News",5,17,2025,"Spring"
"1011","Manhattan","Film",2025-05-08 08:00:00,"Shooting Permit","Feature",5,8,2025,"Spring"
"1012","Manhattan","Television",2025-05-08 08:00:00,"Shooting Permit","Reality",5,8,2025,"Spring"
"1013","Manhattan","Television",2025-05-07 08:00:00,"Shooting Permit","Reality",5,7,2025,"Spring"
"1014","Manhattan","Television",2025-05-08 11:00:00,"Shooting Permit","Cable-episodic",5,8,2025,"Spring"
"1015","Manhattan","Commercial",2025-05-16 22:00:00,"Shooting Permit","Promo",5,16,2025,"Spring"
"1016","Manhattan","Commercial",2025-05-08 11:00:00,"Shooting Permit","Commercial",5,8,2025,"Spring"
"1017","Queens","Television",2025-05-08 07:00:00,"Shooting Permit","Episodic series",5,8,2025,"Spring"
"1018","Manhattan","Film",2025-05-07 09:00:00,"Shooting Permit","Feature",5,7,2025,"Spring"
"1019","Bronx","Film",2025-05-10 06:00:00,"Shooting Permit","Feature",5,10,2025,"Spring"
"1020","Bronx","Film",2025-05-12 06:00:00,"Shooting Permit","Feature",5,12,2025,"Spring"
"1021","Brooklyn","Television",2025-05-13 05:00:00,"Shooting Permit","Episodic series",5,13,2025,"Spring"
"1022","Manhattan","Television",2025-05-07 10:00:00,"Shooting Permit","Cable-episodic",5,7,2025,"Spring"
"1023","Manhattan","Commercial",2025-05-16 07:00:00,"Shooting Permit","Commercial",5,16,2025,"Spring"
"1024","Brooklyn","Commercial",2025-05-09 07:00:00,"Shooting Permit","Commercial",5,9,2025,"Spring"
"1025","Manhattan","Television",2025-05-09 07:00:00,"Shooting Permit","Episodic series",5,9,2025,"Spring"
"1026","Manhattan","Film",2025-05-14 06:00:00,"Shooting Permit","Feature",5,14,2025,"Spring"
"1027","Brooklyn","Film",2025-05-13 06:00:00,"Shooting Permit","Feature",5,13,2025,"Spring"
"1028","Brooklyn","Film",2025-05-07 15:00:00,"Shooting Permit","Feature",5,7,2025,"Spring"
"1029","Manhattan","Television",2025-05-06 08:00:00,"Shooting Permit","Reality",5,6,2025,"Spring"
"1030","Brooklyn","Commercial",2025-05-06 06:00:00,"Shooting Permit","Commercial",5,6,2025,"Spring"
"1031","Manhattan","Television",2025-05-06 07:00:00,"Shooting Permit","Cable-episodic",5,6,2025,"Spring"
"1032","Manhattan","Commercial",2025-05-04 06:00:00,"Shooting Permit","Commercial",5,4,2025,"Spring"
"1033","Manhattan","Television",2025-05-08 12:00:00,"Shooting Permit","Episodic series",5,8,2025,"Spring"
"1034","Manhattan","Television",2025-05-08 09:00:00,"Shooting Permit","Episodic series",5,8,2025,"Spring"
"1035","Brooklyn","Television",2025-05-06 07:00:00,"Shooting Permit","Cable-episodic",5,6,2025,"Spring"
"1036","Queens","Television",2025-05-08 09:00:00,"Shooting Permit","Cable-episodic",5,8,2025,"Spring"
"1037","Brooklyn","Television",2025-05-05 08:00:00,"Shooting Permit","Cable-episodic",5,5,2025,"Spring"
"1038","Staten Island","Television",2025-05-06 06:00:00,"Shooting Permit","Episodic series",5,6,2025,"Spring"
"1039","Queens","Television",2025-05-12 07:00:00,"Shooting Permit","Episodic series",5,12,2025,"Spring"
"1040","Manhattan","Commercial",2025-05-05 05:00:00,"Shooting Permit","Commercial",5,5,2025,"Spring"
"1041","Manhattan","Commercial",2025-05-04 03:00:00,"Shooting Permit","Commercial",5,4,2025,"Spring"
"1042","Bronx","Film",2025-05-04 09:00:00,"Shooting Permit","Short",5,4,2025,"Spring"
"1043","Manhattan","Television",2025-05-10 01:00:00,"Shooting Permit","News",5,10,2025,"Spring"
"1044","Manhattan","Television",2025-05-04 01:00:00,"Shooting Permit","News",5,4,2025,"Spring"
"1045","Manhattan","Television",2025-05-03 01:00:00,"Shooting Permit","News",5,3,2025,"Spring"
"1046","Queens","Television",2025-05-06 07:00:00,"Shooting Permit","Episodic series",5,6,2025,"Spring"
"1047","Manhattan","Television",2025-05-05 07:00:00,"Shooting Permit","Cable-episodic",5,5,2025,"Spring"
"1048","Manhattan","Television",2025-05-07 09:00:00,"Shooting Permit","Episodic series",5,7,2025,"Spring"
"1049","Brooklyn","Television",2025-05-08 09:00:00,"Shooting Permit","Episodic series",5,8,2025,"Spring"
"1050","Staten Island","Television",2025-05-02 13:30:00,"Shooting Permit","Cable-episodic",5,2,2025,"Spring"
"1051","Brooklyn","Television",2025-05-09 11:00:00,"Shooting Permit","Episodic series",5,9,2025,"Spring"
"1052","Manhattan","Commercial",2025-05-06 07:00:00,"Shooting Permit","Commercial",5,6,2025,"Spring"
"1053","Manhattan","Commercial",2025-05-05 07:00:00,"Shooting Permit","Commercial",5,5,2025,"Spring"
"1054","Brooklyn","Commercial",2025-05-04 07:00:00,"Shooting Permit","Commercial",5,4,2025,"Spring"
"1055","Manhattan","Commercial",2025-05-04 08:00:00,"Shooting Permit","Commercial",5,4,2025,"Spring"
"1056","Queens","Television",2025-05-09 09:00:00,"Shooting Permit","Episodic series",5,9,2025,"Spring"
"1057","Brooklyn","Commercial",2025-05-06 08:00:00,"Shooting Permit","Commercial",5,6,2025,"Spring"
"1058","Bronx","Film",2025-05-03 09:00:00,"Shooting Permit","Short",5,3,2025,"Spring"
"1059","Manhattan","Film",2025-05-04 12:00:00,"Shooting Permit","Feature",5,4,2025,"Spring"
"1060","Manhattan","Commercial",2025-05-02 07:00:00,"Shooting Permit","Commercial",5,2,2025,"Spring"
"1061","Brooklyn","Commercial",2025-05-10 09:00:00,"Shooting Permit","Commercial",5,10,2025,"Spring"
"1062","Manhattan","Television",2025-05-07 09:00:00,"Shooting Permit","Episodic series",5,7,2025,"Spring"
"1063","Queens","Television",2025-05-06 07:00:00,"Shooting Permit","Episodic series",5,6,2025,"Spring"
"1064","Manhattan","Television",2025-05-06 16:00:00,"Shooting Permit","Episodic series",5,6,2025,"Spring"
"1065","Brooklyn","Television",2025-05-02 07:00:00,"Shooting Permit","Cable-episodic",5,2,2025,"Spring"
"1066","Brooklyn","Commercial",2025-05-02 06:00:00,"Shooting Permit","Commercial",5,2,2025,"Spring"
"1067","Brooklyn","Commercial",2025-05-01 06:00:00,"Shooting Permit","Commercial",5,1,2025,"Spring"
"1068","Brooklyn","Commercial",2025-04-30 06:00:00,"Shooting Permit","Commercial",4,30,2025,"Spring"
"1069","Manhattan","Television",2025-05-07 17:00:00,"Shooting Permit","Episodic series",5,7,2025,"Spring"
"1070","Brooklyn","Commercial",2025-05-05 07:00:00,"Shooting Permit","Commercial",5,5,2025,"Spring"
"1071","Queens","Television",2025-05-07 07:00:00,"Shooting Permit","Episodic series",5,7,2025,"Spring"
"1072","Manhattan","Television",2025-05-05 08:00:00,"Shooting Permit","Reality",5,5,2025,"Spring"
"1073","Manhattan","Television",2025-05-01 09:00:00,"Shooting Permit","Episodic series",5,1,2025,"Spring"
"1074","Bronx","Film",2025-04-30 06:00:00,"Shooting Permit","Feature",4,30,2025,"Spring"
"1075","Brooklyn","Television",2025-04-30 11:00:00,"Shooting Permit","Episodic series",4,30,2025,"Spring"
"1076","Manhattan","Television",2025-04-30 06:00:00,"Shooting Permit","Variety",4,30,2025,"Spring"
"1077","Brooklyn","Television",2025-05-01 08:00:00,"Shooting Permit","Cable-episodic",5,1,2025,"Spring"
"1078","Manhattan","Television",2025-05-05 11:00:00,"Shooting Permit","Episodic series",5,5,2025,"Spring"
"1079","Manhattan","Television",2025-04-29 01:00:00,"Shooting Permit","News",4,29,2025,"Spring"
"1080","Queens","Film",2025-05-03 09:00:00,"Shooting Permit","Short",5,3,2025,"Spring"
"1081","Queens","Television",2025-05-05 05:30:00,"Shooting Permit","Episodic series",5,5,2025,"Spring"
"1082","Brooklyn","Commercial",2025-05-01 07:00:00,"Shooting Permit","Commercial",5,1,2025,"Spring"
"1083","Bronx","Film",2025-04-29 06:00:00,"Shooting Permit","Feature",4,29,2025,"Spring"
"1084","Manhattan","Commercial",2025-04-30 06:00:00,"Shooting Permit","Commercial",4,30,2025,"Spring"
"1085","Manhattan","Television",2025-05-02 09:00:00,"Shooting Permit","Episodic series",5,2,2025,"Spring"
"1086","Brooklyn","Television",2025-04-29 07:00:00,"Shooting Permit","Episodic series",4,29,2025,"Spring"
"1087","Manhattan","Film",2025-05-01 10:00:00,"Shooting Permit","Feature",5,1,2025,"Spring"
"1088","Brooklyn","Film",2025-04-27 12:30:00,"Shooting Permit","Feature",4,27,2025,"Spring"
"1089","Brooklyn","Film",2025-04-30 10:00:00,"Shooting Permit","Feature",4,30,2025,"Spring"
"1090","Brooklyn","Film",2025-04-28 12:30:00,"Shooting Permit","Feature",4,28,2025,"Spring"
"1091","Manhattan","Television",2025-05-05 07:00:00,"Shooting Permit","Episodic series",5,5,2025,"Spring"
"1092","Brooklyn","Film",2025-04-28 09:00:00,"Shooting Permit","Feature",4,28,2025,"Spring"
"1093","Queens","Television",2025-05-01 07:00:00,"Shooting Permit","Episodic series",5,1,2025,"Spring"
"1094","Brooklyn","Commercial",2025-04-30 07:00:00,"Shooting Permit","Commercial",4,30,2025,"Spring"
"1095","Manhattan","Commercial",2025-04-29 06:00:00,"Shooting Permit","Commercial",4,29,2025,"Spring"
"1096","Manhattan","Commercial",2025-04-29 16:00:00,"Shooting Permit","Commercial",4,29,2025,"Spring"
"1097","Manhattan","Commercial",2025-05-02 10:00:00,"Shooting Permit","Commercial",5,2,2025,"Spring"
"1098","Manhattan","Commercial",2025-04-28 06:00:00,"Shooting Permit","Commercial",4,28,2025,"Spring"
"1099","Brooklyn","Commercial",2025-04-29 07:00:00,"Shooting Permit","Commercial",4,29,2025,"Spring"
"1100","Manhattan","Commercial",2025-04-27 07:00:00,"Shooting Permit","Commercial",4,27,2025,"Spring"
"1101","Manhattan","Television",2025-04-27 07:00:00,"Shooting Permit","Episodic series",4,27,2025,"Spring"
"1102","Manhattan","Television",2025-04-29 09:00:00,"Shooting Permit","Episodic series",4,29,2025,"Spring"
"1103","Brooklyn","Television",2025-04-28 07:00:00,"Shooting Permit","Cable-episodic",4,28,2025,"Spring"
"1104","Queens","Television",2025-04-28 07:00:00,"Shooting Permit","Episodic series",4,28,2025,"Spring"
"1105","Queens","Television",2025-04-29 10:00:00,"Shooting Permit","Episodic series",4,29,2025,"Spring"
"1106","Manhattan","Commercial",2025-04-25 06:00:00,"Shooting Permit","Commercial",4,25,2025,"Spring"
"1107","Manhattan","Television",2025-04-28 06:00:00,"Shooting Permit","Cable-episodic",4,28,2025,"Spring"
"1108","Brooklyn","Television",2025-04-30 06:30:00,"Shooting Permit","Episodic series",4,30,2025,"Spring"
"1109","Manhattan","Film",2025-04-26 12:00:00,"Shooting Permit","Feature",4,26,2025,"Spring"
"1110","Bronx","Film",2025-04-25 10:00:00,"Shooting Permit","Feature",4,25,2025,"Spring"
"1111","Manhattan","Commercial",2025-05-05 06:00:00,"Shooting Permit","Commercial",5,5,2025,"Spring"
"1112","Manhattan","Commercial",2025-05-04 06:00:00,"Shooting Permit","Commercial",5,4,2025,"Spring"
"1113","Brooklyn","Television",2025-04-25 08:00:00,"Shooting Permit","Episodic series",4,25,2025,"Spring"
"1114","Manhattan","Commercial",2025-05-03 06:00:00,"Shooting Permit","Commercial",5,3,2025,"Spring"
"1115","Manhattan","Commercial",2025-05-02 06:00:00,"Shooting Permit","Commercial",5,2,2025,"Spring"
"1116","Manhattan","Commercial",2025-05-01 06:00:00,"Shooting Permit","Commercial",5,1,2025,"Spring"
"1117","Manhattan","Commercial",2025-04-30 06:00:00,"Shooting Permit","Commercial",4,30,2025,"Spring"
"1118","Manhattan","Television",2025-04-27 01:00:00,"Shooting Permit","News",4,27,2025,"Spring"
"1119","Manhattan","Television",2025-04-26,"Shooting Permit","News",4,26,2025,"Spring"
"1120","Manhattan","Television",2025-04-25 05:00:00,"Shooting Permit","News",4,25,2025,"Spring"
"1121","Manhattan","Television",2025-04-25 08:00:00,"Shooting Permit","Cable-episodic",4,25,2025,"Spring"
"1122","Queens","Television",2025-04-28 09:00:00,"Shooting Permit","Episodic series",4,28,2025,"Spring"
"1123","Manhattan","Commercial",2025-05-09 10:00:00,"Shooting Permit","Commercial",5,9,2025,"Spring"
"1124","Manhattan","Commercial",2025-05-08 10:00:00,"Shooting Permit","Commercial",5,8,2025,"Spring"
"1125","Manhattan","Commercial",2025-05-03 10:00:00,"Shooting Permit","Commercial",5,3,2025,"Spring"
"1126","Brooklyn","Television",2025-04-24 07:00:00,"Shooting Permit","Episodic series",4,24,2025,"Spring"
"1127","Brooklyn","Television",2025-04-29 07:00:00,"Shooting Permit","Episodic series",4,29,2025,"Spring"
"1128","Brooklyn","Television",2025-04-25 06:30:00,"Shooting Permit","Episodic series",4,25,2025,"Spring"
"1129","Bronx","Film",2025-04-24 07:00:00,"Shooting Permit","Feature",4,24,2025,"Spring"
"1130","Brooklyn","Television",2025-04-24 11:00:00,"Shooting Permit","Cable-episodic",4,24,2025,"Spring"
"1131","Brooklyn","Television",2025-04-24 09:00:00,"Shooting Permit","Cable-episodic",4,24,2025,"Spring"
"1132","Queens","Television",2025-04-25 08:00:00,"Shooting Permit","Episodic series",4,25,2025,"Spring"
"1133","Manhattan","Commercial",2025-04-24 06:00:00,"Shooting Permit","Commercial",4,24,2025,"Spring"
"1134","Queens","Commercial",2025-04-25 06:00:00,"Shooting Permit","Commercial",4,25,2025,"Spring"
"1135","Queens","Commercial",2025-04-24 06:00:00,"Shooting Permit","Commercial",4,24,2025,"Spring"
"1136","Bronx","Film",2025-04-23 06:00:00,"Shooting Permit","Feature",4,23,2025,"Spring"
"1137","Queens","Television",2025-04-23 11:00:00,"Shooting Permit","Episodic series",4,23,2025,"Spring"
"1138","Queens","Television",2025-04-30 07:00:00,"Shooting Permit","Episodic series",4,30,2025,"Spring"
"1139","Bronx","Film",2025-04-28 06:00:00,"Shooting Permit","Feature",4,28,2025,"Spring"
"1140","Queens","Television",2025-04-23 07:00:00,"Shooting Permit","Episodic series",4,23,2025,"Spring"
"1141","Brooklyn","Commercial",2025-05-02 09:00:00,"Shooting Permit","Commercial",5,2,2025,"Spring"
"1142","Brooklyn","Commercial",2025-04-24 06:00:00,"Shooting Permit","Commercial",4,24,2025,"Spring"
"1143","Manhattan","Commercial",2025-04-29 07:00:00,"Shooting Permit","Commercial",4,29,2025,"Spring"
"1144","Queens","Television",2025-04-29 07:00:00,"Shooting Permit","Episodic series",4,29,2025,"Spring"
"1145","Manhattan","Television",2025-05-02 06:00:00,"Shooting Permit","Episodic series",5,2,2025,"Spring"
"1146","Queens","Television",2025-04-28 07:00:00,"Shooting Permit","Episodic series",4,28,2025,"Spring"
"1147","Brooklyn","Music Video",2025-04-23 06:00:00,"Shooting Permit","Signed Artist",4,23,2025,"Spring"
"1148","Manhattan","Commercial",2025-04-23 10:00:00,"Shooting Permit","Commercial",4,23,2025,"Spring"
"1149","Queens","Commercial",2025-04-23 06:00:00,"Shooting Permit","Commercial",4,23,2025,"Spring"
"1150","Brooklyn","Film",2025-04-23 20:00:00,"Shooting Permit","Feature",4,23,2025,"Spring"
"1151","Manhattan","Commercial",2025-04-23 01:00:00,"Shooting Permit","Commercial",4,23,2025,"Spring"
"1152","Brooklyn","Commercial",2025-04-24 06:00:00,"Shooting Permit","Commercial",4,24,2025,"Spring"
"1153","Brooklyn","Commercial",2025-04-23 09:00:00,"Shooting Permit","Commercial",4,23,2025,"Spring"
"1154","Brooklyn","Commercial",2025-04-22 11:00:00,"Shooting Permit","Commercial",4,22,2025,"Spring"
"1155","Brooklyn","Music Video",2025-04-21 06:00:00,"Shooting Permit","Signed Artist",4,21,2025,"Spring"
"1156","Bronx","Film",2025-04-22 06:00:00,"Shooting Permit","Feature",4,22,2025,"Spring"
"1157","Brooklyn","Film",2025-04-22 20:00:00,"Shooting Permit","Feature",4,22,2025,"Spring"
"1158","Brooklyn","Film",2025-04-21 18:00:00,"Shooting Permit","Feature",4,21,2025,"Spring"
"1159","Brooklyn","Film",2025-04-20 13:00:00,"Shooting Permit","Feature",4,20,2025,"Spring"
"1160","Brooklyn","Film",2025-04-19 06:00:00,"Shooting Permit","Feature",4,19,2025,"Spring"
"1161","Queens","Commercial",2025-04-22 06:00:00,"Shooting Permit","Commercial",4,22,2025,"Spring"
"1162","Manhattan","Television",2025-05-01 06:00:00,"Shooting Permit","Episodic series",5,1,2025,"Spring"
